accuracy,precision,recall,f1,roc_auc,average_precision,balanced_accuracy,specificity,true_negative,false_positive,false_negative,true_positive,false_positive_rate,false_negative_rate,threshold
0.5774557303948892,0.5774399931298038,0.9989600356559204,0.7318440314549264,0.7394683930132029,0.83441126194855,0.5004941137614355,0.0020281918669506137,20,9841,14,13448,0.9979718081330494,0.0010399643440796315,0.3100000000000001
0.5774986065257471,0.5776181051544618,0.9972515228049325,0.7315278988666085,0.7394683930132029,0.83441126194855,0.5008567724561119,0.00446202210729135,44,9817,37,13425,0.9955379778927087,0.0027484771950675975,0.3200000000000001
0.5777558633108948,0.5779080796757782,0.995691576288813,0.7313400261894369,0.7394683930132029,0.83441126194855,0.5014458287082438,0.007200081127674678,71,9790,58,13404,0.9927999188723253,0.004308423711187045,0.3300000000000001
0.5780988723577585,0.5782221838286109,0.9944287624424305,0.7312503413994647,0.7394683930132029,0.83441126194855,0.5020820417018967,0.009735320961362945,96,9765,75,13387,0.990264679038637,0.005571237557569455,0.34000000000000014
0.5789992711057754,0.5788972148828345,0.9927945327588769,0.7313469588771239,0.7394683930132029,0.83441126194855,0.5034452331170918,0.014095933475306764,139,9722,97,13365,0.9859040665246932,0.0072054672411231615,0.35000000000000014
0.5792136517600651,0.5794979079497908,0.9876689942059129,0.7304290501565676,0.7394683930132029,0.83441126194855,0.5046346187944685,0.021600243383024034,213,9648,166,13296,0.978399756616976,0.012331005794087059,0.36000000000000015
0.5803284311623719,0.5810036158391393,0.9787550141138018,0.7291643608190371,0.7394683930132029,0.83441126194855,0.5075805290627827,0.03640604401176351,359,9502,286,13176,0.9635939559882365,0.02124498588619819,0.37000000000000016
0.5856879475196158,0.5858608687790987,0.9627841331154361,0.7284529998594914,0.7394683930132029,0.83441126194855,0.51683471943268,0.07088530574992394,699,9162,501,12961,0.9291146942500761,0.03721586688456396,0.38000000000000017
0.5998370707027398,0.6008499829026428,0.9136829594413906,0.7249580054813898,0.7394683930132029,0.83441126194855,0.5425325860993587,0.17138221275732685,1690,8171,1162,12300,0.8286177872426732,0.08631704055860942,0.3900000000000002
0.6345238605668224,0.6490581985027771,0.7986183330857227,0.716112702324652,0.7394683930132029,0.83441126194855,0.6045621834782635,0.4105060338708042,4048,5813,2711,10751,0.5894939661291958,0.20138166691427722,0.4000000000000002
0.6703683059640698,0.7369500984898227,0.6669885603922151,0.7002261561257116,0.7394683930132029,0.83441126194855,0.6709854068566896,0.6749822533211641,6656,3205,4483,8979,0.3250177466788358,0.3330114396077849,0.4100000000000002
0.6790721605282339,0.7776126335346029,0.6218243945921854,0.6910471787674908,0.7394683930132029,0.83441126194855,0.6895249140590984,0.7572254335260116,7467,2394,5091,8371,0.24277456647398843,0.3781756054078146,0.4200000000000002
0.685117694979205,0.8007866273352999,0.6049621155846086,0.6892349356804333,0.7394683930132029,0.83441126194855,0.6997531397312557,0.7945441638779028,7835,2026,5318,8144,0.20545583612209714,0.39503788441539145,0.4300000000000002
0.6876902628306821,0.8141781936533767,0.5946367553112465,0.6873014510174293,0.7394683930132029,0.83441126194855,0.704680714132654,0.8147246729540615,8034,1827,5457,8005,0.18527532704593855,0.4053632446887535,0.4400000000000002
0.6885906615786992,0.8217585383577286,0.5880255534095974,0.6855163455293354,0.7394683930132029,0.83441126194855,0.7069526408159437,0.8258797282222898,8144,1717,5546,7916,0.17412027177771017,0.4119744465904026,0.45000000000000023
0.6897911932427218,0.8283936293639912,0.5834199970286733,0.6846532711502419,0.7394683930132029,0.83441126194855,0.7092132943261205,0.8350065916235676,8234,1627,5608,7854,0.16499340837643242,0.4165800029713267,0.46000000000000024
0.6908202203833126,0.8356061419521099,0.5780716089734066,0.6833809001097695,0.7394683930132029,0.83441126194855,0.7114067607791685,0.8447419125849306,8330,1531,5680,7782,0.15525808741506947,0.42192839102659335,0.47000000000000025
0.6905629635981649,0.8412941305060663,0.5717575397414946,0.6808190703639821,0.7394683930132029,0.83441126194855,0.7122554051004399,0.8527532704593854,8409,1452,5765,7697,0.14724672954061455,0.42824246025850543,0.48000000000000026
0.6906058397290229,0.8489385474860335,0.5644035061655029,0.6780296269855435,0.7394683930132029,0.83441126194855,0.7136488679798207,0.8628942297941385,8509,1352,5864,7598,0.13710577020586148,0.4355964938344971,0.49000000000000027
0.690434335205591,0.8583237657864523,0.5553409597385233,0.6743640627818871,0.7394683930132029,0.83441126194855,0.7151007607738352,0.8748605618091472,8627,1234,5986,7476,0.12513943819085285,0.44465904026147673,0.5000000000000002
0.6907344681215967,0.8655668655668656,0.549546872678651,0.6722704348221182,0.7394683930132029,0.83441126194855,0.7165136249611691,0.8834803772436872,8712,1149,6064,7398,0.11651962275631275,0.45045312732134896,0.5100000000000002
0.6915919907387558,0.8728440585226597,0.5450898826325955,0.6710869266998948,0.7394683930132029,0.83441126194855,0.7183415136720426,0.8915931447114898,8792,1069,6124,7338,0.1084068552885103,0.45491011736740455,0.5200000000000002
0.6910346010376024,0.8756906077348067,0.5415985737631852,0.6692674866899211,0.7394683930132029,0.83441126194855,0.7183198223242455,0.8950410708853057,8826,1035,6171,7291,0.10495892911469425,0.45840142623681474,0.5300000000000002
0.6911203532993183,0.8775337837837838,0.5402614767493686,0.6687816091954023,0.7394683930132029,0.83441126194855,0.7186653697508125,0.8970692627522564,8846,1015,6189,7273,0.10293073724774364,0.4597385232506314,0.5400000000000003
0.6908202203833126,0.8784356459619809,0.538924379735552,0.6680171262833203,0.7394683930132029,0.83441126194855,0.7185545740073156,0.8981847682790792,8857,1004,6207,7255,0.1018152317209208,0.4610756202644481,0.5500000000000003
0.6908630965141705,0.8793689320388349,0.5382558312286436,0.6677725555248364,0.7394683930132029,0.83441126194855,0.7187273477205991,0.8991988642125545,8867,994,6216,7246,0.1008011357874455,0.46174416877135643,0.5600000000000003
0.6911203532993183,0.8804717898832685,0.5378844153914722,0.6678041132527898,0.7394683930132029,0.83441126194855,0.7190993925654248,0.9003143697393774,8878,983,6221,7241,0.09968563026062266,0.4621155846085277,0.5700000000000003
0.6911632294301763,0.8808567603748326,0.5376615658891695,0.6677429770745883,0.7394683930132029,0.83441126194855,0.7191907870009684,0.9007200081127674,8882,979,6224,7238,0.09927999188723254,0.4623384341108305,0.5800000000000003
0.6911203532993183,0.8809349890430972,0.537512999554301,0.6676508580918988,0.7394683930132029,0.83441126194855,0.719167208630208,0.900821417706115,8883,978,6226,7236,0.099178582293885,0.462487000445699,0.5900000000000003
0.6910774771684604,0.8809204919030805,0.5374387163868667,0.6675893886966552,0.7394683930132029,0.83441126194855,0.7191300670464909,0.900821417706115,8883,978,6227,7235,0.099178582293885,0.46256128361313326,0.6000000000000003
0.6911203532993183,0.8811205846528624,0.5373644332194325,0.6675895164267257,0.7394683930132029,0.83441126194855,0.7191943350561213,0.9010242368928101,8885,976,6228,7234,0.09897576310718995,0.4626355667805675,0.6100000000000003
0.6911203532993183,0.8812134502923976,0.5372901500519982,0.6675588371019843,0.7394683930132029,0.83441126194855,0.7192078982690779,0.9011256464861576,8886,975,6229,7233,0.09887435351384241,0.4627098499480018,0.6200000000000003
0.6909917249067444,0.8811700182815356,0.5370673005496954,0.6673743480869525,0.7394683930132029,0.83441126194855,0.7190964735179265,0.9011256464861576,8886,975,6232,7230,0.09887435351384241,0.4629326994503046,0.6300000000000003
0.6909059726450285,0.8811410459587956,0.5369187342148269,0.6672513270251558,0.7394683930132029,0.83441126194855,0.7190221903504923,0.9011256464861576,8886,975,6234,7228,0.09887435351384241,0.46308126578517306,0.6400000000000003
0.6909059726450285,0.8811410459587956,0.5369187342148269,0.6672513270251558,0.7394683930132029,0.83441126194855,0.7190221903504923,0.9011256464861576,8886,975,6234,7228,0.09887435351384241,0.46308126578517306,0.6500000000000004
0.6908630965141705,0.8811265544989028,0.5368444510473926,0.6671898079763663,0.7394683930132029,0.83441126194855,0.718985048766775,0.9011256464861576,8886,975,6235,7227,0.09887435351384241,0.46315554895260735,0.6600000000000004
0.6907344681215967,0.8810830589096231,0.5366216015450899,0.6670052167489959,0.7394683930132029,0.83441126194855,0.7188736240156237,0.9011256464861576,8886,975,6238,7224,0.09887435351384241,0.46337839845491013,0.6700000000000004
0.6905629635981649,0.8810250152532032,0.5363244688753529,0.6667590155607886,0.7394683930132029,0.83441126194855,0.7187250576807552,0.9011256464861576,8886,975,6242,7220,0.09887435351384241,0.46367553112464716,0.6800000000000004
0.6903485829438751,0.8810454323400098,0.5358787698707473,0.6664203233256351,0.7394683930132029,0.83441126194855,0.7185529129751262,0.9012270560795052,8887,974,6248,7214,0.09877294392049488,0.4641212301292527,0.6900000000000004
0.6903057068130172,0.881310353257548,0.5355816372010103,0.6662662292658135,0.7394683930132029,0.83441126194855,0.718556461030279,0.9015312848595477,8890,971,6252,7210,0.09846871514045229,0.46441836279898974,0.7000000000000004
0.6897483171118638,0.8814016172506739,0.5343931065220621,0.6653718091009989,0.7394683930132029,0.83441126194855,0.7181143100808263,0.9018355136395904,8893,968,6268,7194,0.0981644863604097,0.4656068934779379,0.7100000000000004
0.6894910603267161,0.881782469923889,0.5335759916802852,0.6648463532025176,0.7394683930132029,0.83441126194855,0.7179592766433066,0.902342561606328,8898,963,6279,7183,0.09765743839367204,0.46642400831971476,0.7200000000000004
0.6884191570552674,0.8821714990746453,0.5311246471549547,0.6630500301386377,0.7394683930132029,0.83441126194855,0.7171392427540315,0.9031538383531083,8906,955,6312,7150,0.09684616164689179,0.46887535284504533,0.7300000000000004
0.6869184924752391,0.8826086956521739,0.527781904620413,0.6605615470435106,0.7394683930132029,0.83441126194855,0.7159749194534982,0.9041679342865835,8916,945,6357,7105,0.09583206571341649,0.472218095379587,0.7400000000000004
0.6846031814089096,0.8835427135678392,0.5224335165651464,0.6566146951731865,0.7394683930132029,0.83441126194855,0.7142134117659927,0.9059933069668391,8934,927,6429,7033,0.09400669303316093,0.47756648343485364,0.7500000000000004
0.6806157012391202,0.8851031125912643,0.5132966869707324,0.6497719685927876,0.7394683930132029,0.83441126194855,0.7111661408689987,0.909035594767265,8964,897,6552,6910,0.09096440523273501,0.48670331302926756,0.7600000000000005
0.6744844145264332,0.8880222104706504,0.49896003565592034,0.6389232378959384,0.7394683930132029,0.83441126194855,0.706533055045281,0.9141060744346415,9014,847,6745,6717,0.08589392556535848,0.5010399643440796,0.7700000000000005
0.6630364875873601,0.8940779293852863,0.47214381221215274,0.6179573185552477,0.7394683930132029,0.83441126194855,0.6978911942107311,0.9236385762093094,9108,753,7106,6356,0.0763614237906906,0.5278561877878473,0.7800000000000005
0.6405265188869357,0.9129798308392973,0.416951418808498,0.5724630290668027,0.7394683930132029,0.83441126194855,0.6813486431837845,0.9457458675590711,9326,535,7849,5613,0.054254132440928915,0.583048581191502,0.7900000000000005
0.6081121639583243,0.9475973487986744,0.3398454910117367,0.5002733734281027,0.7394683930132029,0.83441126194855,0.6570944319474057,0.9743433728830747,9608,253,8887,4575,0.025656627116925262,0.6601545089882632,0.8000000000000005
0.5914333490545813,0.9758045003629325,0.29958401426236814,0.4584256891162262,0.7394683930132029,0.83441126194855,0.6447215274638075,0.9898590406652469,9761,100,9429,4033,0.010140959334753067,0.7004159857376319,0.8100000000000005
